# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,difficult_mission_twins_win,loc_achievement_subcategory_twins_mission_label,content/ui/textures/icons/achievements/achievement_icon_twins_mission_level5,Two Birds with One Stone (Extremis),Defeat the Karnak Twins during The Orthus Offensive on Damnation Threat Level.,Completed,5,5,100%,2023-12-14 13:54:24,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_twins_win,loc_achievement_subcategory_twins_mission_label,content/ui/textures/icons/achievements/achievement_icon_twins_mission,Two Birds with One Stone,Defeat the Karnak Twins during The Orthus Offensive on any Threat.,Completed,5,1,500%,2023-12-14 13:54:24,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,no_man_land_campaign_completed_2,loc_achievement_subcategory_twins_mission_label,content/ui/textures/icons/achievements/campaigns/no_man_land_campaign_completed,The Road to No Man's Land (2),"Complete the following ""The Road to No Man's Land"" campaign missions on Heresy Threat or higher.",Completed,3,3,100%,2025-12-04 01:09:28,10,loc_circumstance_story_nomansland_02_title: 4/4; loc_circumstance_story_nomansland_01_title: 4/4; loc_circumstance_story_nomansland_03_title: 4/4,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,no_man_land_campaign_completed_1,loc_achievement_subcategory_twins_mission_label,content/ui/textures/icons/achievements/campaigns/no_man_land_campaign_completed,The Road to No Man's Land (1),"Complete the following ""The Road to No Man's Land"" campaign missions on any Threat.",Completed,3,3,100%,2025-12-04 01:09:28,5,loc_circumstance_story_nomansland_02_title: 1/1; loc_circumstance_story_nomansland_01_title: 1/1; loc_circumstance_story_nomansland_03_title: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,no_man_land_campaign_completed_3,loc_achievement_subcategory_twins_mission_label,content/ui/textures/icons/achievements/campaigns/no_man_land_campaign_completed,The Road to No Man's Land (3),"Complete the following ""The Road to No Man's Land"" campaign missions on Auric Threat or higher.",In Progress,2,3,66%,,10,loc_circumstance_story_nomansland_02_title: 6/6; loc_circumstance_story_nomansland_01_title: 6/6; loc_circumstance_story_nomansland_03_title: 4/6,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,secondary_weapon_max_expertise,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0002,Ranged Specialist,Upgrade a Secondary Weapon to Level 500.,Completed,0,1,0%,2025-01-11 14:26:26,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,primary_weapon_max_expertise,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0004,Martial Doyen,Upgrade a Primary Weapon to Level 500.,Completed,0,1,0%,2025-01-11 16:56:22,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_total_mastery_levels_1,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0003,Quartermaster (1),Reach a Total Mastery Level of 40.,Completed,998,40,2495%,2025-01-09 22:38:39,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_total_mastery_levels_2,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0003,Quartermaster (2),Reach a Total Mastery Level of 80.,Completed,998,80,1247%,2025-01-09 22:38:39,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_total_mastery_levels_3,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0003,Quartermaster (3),Reach a Total Mastery Level of 120.,Completed,998,120,831%,2025-01-09 22:38:40,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_total_mastery_levels_4,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0003,Quartermaster (4),Reach a Total Mastery Level of 160.,Completed,998,160,623%,2025-01-09 22:38:40,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_total_mastery_levels_5,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0003,Quartermaster (5),Reach a Total Mastery Level of 200.,Completed,998,200,499%,2025-01-09 22:38:40,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,blessings_unlocked_1,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0001,Blessed Weaponry (1),Unlock a Total of 20 Unique Blessings.,Completed,1305,20,6525%,2025-01-12 15:31:03,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,blessings_unlocked_2,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0001,Blessed Weaponry (2),Unlock a Total of 30 Unique Blessings.,Completed,1305,30,4350%,2025-01-12 15:31:05,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,blessings_unlocked_3,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0001,Blessed Weaponry (3),Unlock a Total of 40 Unique Blessings.,Completed,1305,40,3262%,2025-01-12 15:34:02,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,blessings_unlocked_4,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0001,Blessed Weaponry (4),Unlock a Total of 50 Unique Blessings.,Completed,1305,50,2610%,2025-01-12 15:34:04,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,expertise_tiers_reached_1,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0005,Weaponsmith (1),Upgrade the Level of a Weapon to 300.,Completed,0,1,0%,2025-01-11 14:26:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,expertise_tiers_reached_3,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0005,Weaponsmith (3),Upgrade the Level of a Weapon to 500.,Completed,0,1,0%,2025-01-11 14:26:26,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,expertise_tiers_reached_2,loc_achievement_category_weapons_label,content/ui/textures/icons/achievements/weapon_achievements/weapon_achievements_icon_0005,Weaponsmith (2),Upgrade the Level of a Weapon to 400.,Completed,0,1,0%,2025-01-11 14:26:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_chainaxe_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/chainaxe_p1_mastery,Assault Chainaxe Mastery,Achieve Mastery Level 20 with the Assault Chainaxe Pattern.,Completed,20,20,100%,2025-11-22 22:44:42,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_chainsword_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/chainsword_p1_mastery,Assault Chainsword Mastery,Achieve Mastery Level 20 with the Assault Chainsword Pattern.,Completed,20,20,100%,2025-11-23 19:00:22,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_chainsword_2h_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/chainsword_2h_p1_mastery,Heavy Eviscerator Mastery,Achieve Mastery Level 20 with the Heavy Eviscerator Pattern.,In Progress,16,20,80%,,5,,16,190892,207643,15
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_combataxe_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/combataxe_p1_mastery,Combat Axe Mastery,Achieve Mastery Level 20 with the Combat Axe Pattern.,In Progress,9,20,45%,,5,,9,77092,88333,15
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_combataxe_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/combataxe_p2_mastery,Tactical Axe Mastery,Achieve Mastery Level 20 with the Tactical Axe Pattern.,Completed,20,20,100%,2025-09-18 13:08:04,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_combataxe_p3,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/combataxe_p3_mastery,Sapper Shovel Mastery,Achieve Mastery Level 20 with the Sapper Shovel Pattern.,Completed,20,20,100%,2026-01-12 22:42:37,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_combatknife_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/combatknife_p1_mastery,Combat Blade Mastery,Achieve Mastery Level 20 with the Combat Blade Pattern.,Completed,20,20,100%,2025-10-23 12:53:32,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_combatsword_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/combatsword_p1_mastery,"""Devil's Claw"" Sword Mastery","Achieve Mastery Level 20 with the ""Devil's Claw"" Sword Pattern.",Completed,20,20,100%,2026-01-06 14:05:50,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_crowbar_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/crowbar_p1_mastery,Crowbar Mastery,Achieve Mastery Level 20 with the Crowbar Pattern.,In Progress,0,20,0%,,5,,0,0,5850,0
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_dual_shivs_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/dual_shivs_p1_mastery,Shivs Mastery,Achieve Mastery Level 20 with the Shivs Pattern.,In Progress,0,20,0%,,5,,0,0,5850,0
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_forcesword_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/forcesword_p1_mastery,Blaze Force Sword Mastery,Achieve Mastery Level 20 with the Blaze Force Sword Pattern.,Completed,20,20,100%,2025-01-12 00:06:36,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_forcesword_2h_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/forcesword_2h_p1_mastery,Blaze Force Greatsword Mastery,Achieve Mastery Level 20 with the Blaze Force Greatsword Pattern.,Completed,20,20,100%,2025-06-27 01:34:47,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powermaul_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powermaul_p1_mastery,Shock Maul Mastery,Achieve Mastery Level 20 with the Shock Maul Pattern.,Completed,20,20,100%,2025-11-23 11:40:40,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powermaul_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powermaul_p2_mastery,Arbites Shock Maul Mastery,Achieve Mastery Level 20 with the Arbites Shock Maul Pattern.,Completed,20,20,100%,2025-10-11 02:02:03,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powermaul_shield_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powermaul_shield_p1_mastery,Shock Maul and Suppression Shield Mastery,Achieve Mastery Level 20 with the Shock Maul and Suppression Shield Pattern.,Completed,20,20,100%,2025-12-14 01:08:44,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powermaul_2h_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powermaul_2h_p1_mastery,Crusher Mastery,Achieve Mastery Level 20 with the Crusher Pattern.,Completed,20,20,100%,2025-07-01 20:13:22,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powersword_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powersword_p1_mastery,Power Sword Mastery,Achieve Mastery Level 20 with the Power Sword Pattern.,Completed,20,20,100%,2026-01-07 19:17:03,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_powersword_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/powersword_p2_mastery,Power Falchion Mastery,Achieve Mastery Level 20 with the Power Falchion Pattern.,In Progress,16,20,80%,,5,,16,194212,207643,32
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_saw_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/saw_p1_mastery,Bone Saw Mastery,Achieve Mastery Level 20 with the Bone Saw Pattern.,In Progress,0,20,0%,,5,,0,0,5850,0
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_thunderhammer_2h_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/thunderhammer_2h_p1_mastery,Thunder Hammer Mastery,Achieve Mastery Level 20 with the Thunder Hammer Pattern.,Completed,20,20,100%,2025-11-15 23:53:41,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_ogryn_club_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/ogryn_club_p2_mastery,Bully Club Mastery,Achieve Mastery Level 20 with the Bully Club Pattern.,Completed,20,20,100%,2025-12-01 15:08:01,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_ogryn_pickaxe_2h_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/ogryn_pickaxe_2h_p1_mastery,Delver's Pickaxe Mastery,Achieve Mastery Level 20 with the Delver's Pickaxe Pattern.,Completed,20,20,100%,2025-12-07 13:20:13,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_ogryn_powermaul_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/ogryn_powermaul_p1_mastery,Power Maul Mastery,Achieve Mastery Level 20 with the Power Maul Pattern.,Completed,20,20,100%,2025-12-04 01:09:30,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_ogryn_powermaul_slabshield_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/ogryn_powermaul_slabshield_p1_mastery,Battle Maul & Slab Shield Mastery,Achieve Mastery Level 20 with the Battle Maul & Slab Shield Pattern.,Completed,20,20,100%,2025-12-07 21:29:36,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_autopistol_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/autopistol_p1_mastery,Shredder Autopistol Mastery,Achieve Mastery Level 20 with the Shredder Autopistol Pattern.,Completed,20,20,100%,2025-11-16 15:38:42,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_autogun_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/autogun_p1_mastery,Infantry Autogun Mastery,Achieve Mastery Level 20 with the Infantry Autogun Pattern.,Completed,20,20,100%,2025-11-23 11:40:41,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_autogun_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/autogun_p2_mastery,Braced Autogun Mastery,Achieve Mastery Level 20 with the Braced Autogun Pattern.,Completed,20,20,100%,2025-10-11 02:02:03,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_autogun_p3,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/autogun_p3_mastery,Vigilant Autogun Mastery,Achieve Mastery Level 20 with the Vigilant Autogun Pattern.,In Progress,13,20,65%,,5,,13,145485,151475,64
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_dual_stubpistols_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/dual_stubpistols_p1_mastery,Dual Stub Pistols Mastery,Achieve Mastery Level 20 with the Dual Stub Pistols Pattern.,In Progress,0,20,0%,,5,,0,0,5850,0
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_flamer_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/flamer_p1_mastery,Purgation Flamer Mastery,Achieve Mastery Level 20 with the Purgation Flamer Pattern.,Completed,20,20,100%,2025-11-15 18:47:19,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_forcestaff_p1,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/forcestaff_p1_mastery,Voidblast Force Staff Mastery,Achieve Mastery Level 20 with the Voidblast Force Staff Pattern.,Completed,20,20,100%,2025-06-26 22:16:40,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_forcestaff_p2,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/forcestaff_p2_mastery,Inferno Force Staff Mastery,Achieve Mastery Level 20 with the Inferno Force Staff Pattern.,Completed,20,20,100%,2025-08-03 21:35:13,5,,20,277395,277395,100
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mastery_complete_forcestaff_p3,loc_weapon_progression_mastery,content/ui/textures/icons/achievements/weapon_achievements/forcestaff_p3_mastery,Electrokinetic Force Staff Mastery,Achieve Mastery Level 20 with the Electrokinetic Force Staff Pattern.,Completed,20,20,100%,2025-01-11 14:19:28,5,,20,277395,277395,100
