# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_cluster_of_enemies_killed_with_grenade,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0019,Efficient Demolition,"Kill 3 enemies with a single Arbites Grenade, 50 times.",Completed,222,50,444%,2025-07-04 02:13:11,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_monsters_staggered_by_whistle_explosion,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0018,Abomination Protocols,"Stagger a Monstrosity using Remote Detonation, 50 times.",Completed,68,50,136%,2025-07-25 00:48:34,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_enemies_killed_during_stance,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0016,Sanction Redactus,Kill 250 enemies during Castigator's Stance.,Completed,1700,250,680%,2025-06-28 00:58:57,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_time_allies_buffed_by_buff_drone,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0015,Fortifying Command,Buff allies using the Nuncio Aquila for a total duration of 10000 seconds.,Completed,82475,10000,824%,2025-06-26 21:41:29,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_team_companion_in_coherency_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0012,Well Oiled Killteam,"With Part of the Squad Aura active, kill 2500 enemies while in coherency with your Cyber Mastiff. Kills made by allies in coherency with your Cyber Mastiff also count.",Completed,41104,2500,1644%,2025-06-26 20:59:03,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_team_wield_speed_aura_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0011,Efficient Execution,Kill 7500 enemies while under the effect of Ruthless Efficiency. Kills made by allies in coherency with you also count.,Completed,27967,7500,372%,2025-07-05 23:00:02,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_team_staggered_enemies_aura_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0010,Handing Out the Emperor's Judgement,Kill 5000 staggered enemies while under the effect of Breaking Dissent. Kills made by allies in coherency with you also count.,Completed,55793,5000,1115%,2025-07-17 00:51:26,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_melee_kills_with_terminus_warrant,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0028,Castigator's Arrest,"On Heresy threat or higher, Kill 2000 enemies with Melee Attacks while using Terminus Warrant.",Completed,7859,2000,392%,2025-07-17 00:22:35,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_time_enemies_electrocuted_by_shockmine,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0013,Voltaic Restraint,Stun enemies using the Voltaic Shock Mine for a total duration of 5000 seconds.,Completed,50325,5000,1006%,2025-07-17 00:22:35,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_enemies_affected_by_buff_drone,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0014,Suppression Protocols,Debuff 2500 enemies using the Nuncio Aquila.,Completed,12341,2500,493%,2025-06-26 22:16:36,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_enemies_staggered_during_charge,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0017,Street Brawler,Stagger 500 Elite or Specialist Enemies using Break the Line.,Completed,3327,500,665%,2025-07-19 23:28:37,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_adamant_2_rank_1_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0007,First Steps (1),Complete the following Penances as an Arbitrator.,Completed,2,2,100%,2025-06-25 16:29:07,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_adamant_2_rank_2_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0007,First Steps (2),Complete the following Penances as an Arbitrator.,Completed,2,2,100%,2025-06-25 22:38:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_adamant_2_rank_4_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0008,Promotion Material (1),Complete the following Penances as an Arbitrator.,Completed,2,2,100%,2025-06-26 22:53:34,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_adamant_2_rank_5_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0008,Promotion Material (2),Complete the following Penances as an Arbitrator.,Completed,2,2,100%,2025-06-27 12:14:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (3),Complete the following Penances as an Arbitrator.,Completed,3,3,100%,2025-06-27 12:43:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_3_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0009,Oathbound (3),Complete the following Penances as an Arbitrator.,Completed,6,6,100%,2025-07-25 00:48:34,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_blocked_attack_from_unique_enemies,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0026,The Lex Defiant,Block Damage from 250 unique enemies.,Completed,1705,250,682%,2025-06-29 02:04:10,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_pet_companion,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0025,Good Killing Machine,Pet your Cyber-Mastiff.,Completed,0,1,0%,2025-06-24 13:23:47,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_saved_by_companion_from_disabling_hound,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0024,Loyal Companion,"Get Rescued from a Pox Hound that has pounced on you, by your Cyber-Mastiff.",Completed,0,1,0%,2025-06-26 12:49:32,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_killed_electrocuted_enemies,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0023,Voltaic Persecution,Kill 500 Electrocuted enemies.,Completed,22063,500,4412%,2025-06-26 12:49:32,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_killed_enemies_pounced_by_companion,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0022,Shoot 'em When They're Down,Kill 750 enemies pounced by your Cyber-Mastiff.,Completed,6630,750,884%,2025-06-26 21:41:29,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_companion_knocked_away_special_enemies,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0021,Guard Command,Have your Cyber-Mastiff Knock Away 50 Mutants and Poxbursters. Counts once per Enemy.,Completed,355,50,710%,2025-06-27 00:38:23,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_2_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0009,Oathbound (2),Complete the following Penances as an Arbitrator.,Completed,6,6,100%,2025-06-29 02:39:30,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_objective_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0004,Diligent Patrol (3),"As an Arbitrator, complete a Mission of each type on Heresy Threat or higher.",Completed,7,7,100%,2025-06-29 01:30:12,5,loc_mission_type_06_name: 4/4; loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4; loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4; loc_mission_type_04_name: 4/4; loc_mission_type_05_name: 4/4
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0003,Enforcer of the Lex (3),Complete 50 Missions as an Arbitrator.,Completed,120,50,240%,2025-07-17 23:00:31,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_1_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0009,Oathbound (1),Complete the following Penances as an Arbitrator.,Completed,5,5,100%,2025-06-29 02:04:10,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_adamant_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0002,"By the Lex, I am Witness! (5)",Reach Trust Level 25 as an Arbitrator.,Completed,30,25,120%,2025-06-27 12:14:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0003,Enforcer of the Lex (2),Complete 25 Missions as an Arbitrator.,Completed,120,25,480%,2025-06-29 02:39:30,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_adamant_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0002,"By the Lex, I am Witness! (4)",Reach Trust Level 20 as an Arbitrator.,Completed,30,20,150%,2025-06-26 22:53:34,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_objective_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0004,Diligent Patrol,"As an Arbitrator, complete at least one Mission of each type.",Completed,7,7,100%,2025-06-26 12:04:31,5,loc_mission_type_06_name: 1/1; loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1; loc_mission_type_02_name: 1/1; loc_mission_type_03_name: 1/1; loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (2),Complete the following Penances as an Arbitrator.,Completed,3,3,100%,2025-06-27 12:43:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_adamant_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (1),Complete the following Penances as an Arbitrator.,Completed,2,2,100%,2025-06-26 12:49:32,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_adamant_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0002,"By the Lex, I am Witness! (1)",Reach Trust Level 5 as an Arbitrator.,Completed,30,5,600%,2025-06-25 16:29:07,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_adamant_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0002,"By the Lex, I am Witness! (2)",Reach Trust Level 10 as an Arbitrator.,Completed,30,10,300%,2025-06-25 22:38:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_adamant_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0002,"By the Lex, I am Witness! (3)",Reach Trust Level 15 as an Arbitrator.,Completed,30,15,200%,2025-06-26 12:50:25,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0003,Enforcer of the Lex (4),Complete 75 Missions as an Arbitrator.,Completed,120,75,160%,2025-08-16 17:50:04,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0003,Enforcer of the Lex (5),Complete 100 Missions as an Arbitrator.,Completed,120,100,120%,2025-09-15 12:22:00,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_easy_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0005,Prove Your Worth (1),Complete 1 Missions on Sedition Threat or higher.,Completed,120,1,12000%,2025-06-25 12:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_easy_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0005,Prove Your Worth (2),Complete 1 Missions on Uprising Threat or higher.,Completed,117,1,11700%,2025-06-25 12:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_easy_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0005,Prove Your Worth (3),Complete 1 Missions on Malice Threat or higher.,Completed,110,1,11000%,2025-06-25 22:09:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_easy_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0005,Prove Your Worth (4),Complete 1 Missions on Heresy Threat or higher.,Completed,99,1,9900%,2025-06-26 21:41:29,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_easy_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0005,Prove Your Worth (5),Complete 1 Missions on Damnation Threat or higher.,Completed,77,1,7700%,2025-06-27 12:43:24,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_medium_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0006,Fight the Good Fight (1),Complete 5 Missions on Sedition Threat or higher.,Completed,120,5,2400%,2025-06-25 22:09:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_medium_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0006,Fight the Good Fight (2),Complete 5 Missions on Uprising Threat or higher.,Completed,117,5,2340%,2025-06-25 22:09:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_medium_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0006,Fight the Good Fight (3),Complete 5 Missions on Malice Threat or higher.,Completed,110,5,2200%,2025-06-26 12:49:32,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_medium_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0006,Fight the Good Fight (4),Complete 5 Missions on Heresy Threat or higher.,Completed,99,5,1980%,2025-06-27 01:34:44,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_adamant_2_medium_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0006,Fight the Good Fight (5),Complete 5 Missions on Damnation Threat or higher.,Completed,77,5,1540%,2025-06-29 02:04:10,15,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_adamant_meta_numeric_achievement_completion_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0001,Arbitrator Master of War,Complete 15 out of the following Penances.,Completed,45,15,300%,2025-06-26 20:59:03,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_adamant_meta_numeric_achievement_completion_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0001,Arbitrator Master of War,Complete 25 out of the following Penances.,Completed,45,25,180%,2025-06-27 12:43:24,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_adamant_meta_numeric_achievement_completion_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0001,Arbitrator Master of War,Complete 35 out of the following Penances.,Completed,45,35,128%,2025-07-05 23:00:02,5,
